True,True,False,0:00:10.000035,0.56,0.56,10000000,True
True,False,False,0:00:06.537375,0.56,0.56,10000000,False
True,True,False,0:00:10.000010,0.58,0.58,10000000,True
True,False,False,0:00:06.537376,0.58,0.58,10000000,False
True,True,False,0:00:30.000037,0.6,0.6,20000000,True
True,False,True,0:00:19.836314,0.6,0.6,20000000,False
True,True,False,0:00:30.000020,0.62,0.62,20000000,True
True,False,True,0:00:19.836289,0.62,0.62,20000000,False
True,True,False,0:00:30.000043,0.64,0.64,20000000,True
True,False,True,0:00:19.836293,0.64,0.64,20000000,False
True,True,False,0:00:30.000030,0.66,0.66,30000000,True
True,False,True,0:00:13.224207,0.66,0.66,30000000,False
True,True,False,0:00:30.000012,0.68,0.68,30000000,True
True,False,True,0:00:13.224206,0.68,0.68,30000000,False
True,True,False,0:00:30.000043,0.7,0.7,40000000,True
True,False,True,0:00:09.918156,0.7,0.7,40000000,False
True,True,False,0:00:30.000009,0.72,0.72,40000000,True
True,False,True,0:00:09.918184,0.72,0.72,40000000,False
True,True,False,0:00:30.000011,0.74,0.74,40000000,True
True,False,True,0:00:09.918174,0.74,0.74,40000000,False
True,True,False,0:00:30.000010,0.76,0.76,50000000,True
True,False,True,0:00:07.934528,0.76,0.76,50000000,False
True,True,False,0:00:30.000034,0.78,0.78,50000000,True
True,False,True,0:00:07.934539,0.78,0.78,50000000,False
True,True,False,0:00:30.000046,0.8,0.8,60000000,True
True,False,True,0:00:06.612134,0.8,0.8,60000000,False
True,True,False,0:00:30.000015,0.82,0.82,60000000,True
True,False,True,0:00:06.612123,0.82,0.82,60000000,False
True,True,False,0:00:30.000008,0.84,0.84,60000000,True
True,False,True,0:00:06.612152,0.84,0.84,60000000,False
True,True,False,0:00:30.000038,0.86,0.86,70000000,True
True,False,True,0:00:05.667562,0.86,0.86,70000000,False
True,True,False,0:00:30.000006,0.88,0.88,70000000,True
True,False,True,0:00:05.667525,0.88,0.88,70000000,False
True,True,False,0:00:30.000028,0.9,0.9,70000000,True
True,False,True,0:00:05.667529,0.9,0.9,70000000,False
True,True,False,0:00:30.000015,0.92,0.92,80000000,True
True,False,True,0:00:04.959079,0.92,0.92,80000000,False
True,True,False,0:00:30.000045,0.94,0.94,80000000,True
True,False,True,0:00:04.959080,0.94,0.94,80000000,False
