voltage (v),current (a),0.56,0.56
0.557343185,0.0012667070199999999
voltage (v),current (a),0.58,0.58
0.5771454340000001,0.00133352001
voltage (v),current (a),0.6,0.6
0.5974568060000001,0.00140382572
voltage (v),current (a),0.62,0.62
0.6175224990000001,0.0014761186500000002
voltage (v),current (a),0.64,0.64
0.6364504150000001,0.0015478696
voltage (v),current (a),0.66,0.66
0.657329622,0.0016280813300000002
voltage (v),current (a),0.68,0.68
0.677499788,0.00171070182
voltage (v),current (a),0.7,0.7
0.697606126,0.00180106046
voltage (v),current (a),0.72,0.72
0.7171217480000001,0.0018917503
voltage (v),current (a),0.74,0.74
0.73712873,0.00198713722
voltage (v),current (a),0.76,0.76
0.757170336,0.00208761265
voltage (v),current (a),0.78,0.78
0.7766474200000001,0.00218971399
voltage (v),current (a),0.8,0.8
0.7980947620000001,0.00230382903
voltage (v),current (a),0.82,0.82
0.817669696,0.00241854625
voltage (v),current (a),0.84,0.84
0.8366677640000001,0.0025377196899999998
voltage (v),current (a),0.86,0.86
0.856813543,0.0026720984200000004
voltage (v),current (a),0.88,0.88
0.876915365,0.0028103914
voltage (v),current (a),0.9,0.9
0.8970861340000001,0.00295166521
voltage (v),current (a),0.92,0.92
0.9167122510000001,0.00309519723
voltage (v),current (a),0.94,0.94
0.936987795,0.0032560422299999997
